year,month,plot,treatment,resourcetreatment,anttreatment
1994,9,6,exclosure,NA,none
1994,9,7,removal,NA,none
1994,9,8,control,NA,all_ants
1994,9,9,spectabs,NA,none
1994,9,10,removal,NA,all_ants
1994,9,11,control,NA,none
1994,9,12,control,NA,all_ants
1994,9,13,exclosure,NA,all_ants
1994,9,14,control,NA,none
1994,9,15,exclosure,NA,none
1994,9,16,removal,NA,none
1994,9,17,control,NA,all_ants
1994,9,18,exclosure,NA,none
1994,9,19,exclosure,NA,all_ants
1994,9,20,exclosure,NA,all_ants
1994,9,21,exclosure,NA,none
1994,9,22,control,NA,none
1994,9,23,removal,NA,all_ants
1994,9,24,removal,NA,none
1994,10,1,spectabs,NA,none
1994,10,2,control,NA,none
1994,10,3,exclosure,NA,all_ants
1994,10,4,control,NA,all_ants
1994,10,5,removal,NA,none
1994,10,6,exclosure,NA,none
1994,10,7,removal,NA,none
1994,10,8,control,NA,all_ants
1994,10,9,spectabs,NA,none
1994,10,10,removal,NA,all_ants
1994,10,11,control,NA,none
1994,10,12,control,NA,all_ants
1994,10,13,exclosure,NA,all_ants
1994,10,14,control,NA,none
1994,10,15,exclosure,NA,none
1994,10,16,removal,NA,none
1994,10,17,control,NA,all_ants
1994,10,18,exclosure,NA,none
1994,10,19,exclosure,NA,all_ants
1994,10,20,exclosure,NA,all_ants
1994,10,21,exclosure,NA,none
1994,10,22,control,NA,none
1994,10,23,removal,NA,all_ants
1994,10,24,removal,NA,none
1994,11,1,spectabs,NA,none
1994,11,2,control,NA,none
1994,11,3,exclosure,NA,all_ants
1994,11,4,control,NA,all_ants
1994,11,5,removal,NA,none
1994,11,6,exclosure,NA,none
1994,11,7,removal,NA,none
1994,11,8,control,NA,all_ants
1994,11,9,spectabs,NA,none
1994,11,10,removal,NA,all_ants
1994,11,11,control,NA,none
1994,11,12,control,NA,all_ants
1994,11,13,exclosure,NA,all_ants
1994,11,14,control,NA,none
1994,11,15,exclosure,NA,none
1994,11,16,removal,NA,none
1994,11,17,control,NA,all_ants
1994,11,18,exclosure,NA,none
1994,11,19,exclosure,NA,all_ants
1994,11,20,exclosure,NA,all_ants
1994,11,21,exclosure,NA,none
1994,11,22,control,NA,none
1994,11,23,removal,NA,all_ants
1994,11,24,removal,NA,none
1994,12,1,spectabs,NA,none
1994,12,2,control,NA,none
1994,12,3,exclosure,NA,all_ants
1994,12,4,control,NA,all_ants
1994,12,5,removal,NA,none
1994,12,6,exclosure,NA,none
1994,12,7,removal,NA,none
1994,12,8,control,NA,all_ants
1994,12,9,spectabs,NA,none
1994,12,10,removal,NA,all_ants
1994,12,11,control,NA,none
1994,12,12,control,NA,all_ants
1994,12,13,exclosure,NA,all_ants
1994,12,14,control,NA,none
1994,12,15,exclosure,NA,none
1994,12,16,removal,NA,none
1994,12,17,control,NA,all_ants
1994,12,18,exclosure,NA,none
1994,12,19,exclosure,NA,all_ants
1994,12,20,exclosure,NA,all_ants
1994,12,21,exclosure,NA,none
1994,12,22,control,NA,none
1994,12,23,removal,NA,all_ants
1994,12,24,removal,NA,none
1995,1,1,spectabs,NA,none
1995,1,2,control,NA,none
1995,1,3,exclosure,NA,all_ants
1995,1,4,control,NA,all_ants
1995,1,5,removal,NA,none
1995,1,6,exclosure,NA,none
1995,1,7,removal,NA,none
1995,1,8,control,NA,all_ants
1995,1,9,spectabs,NA,none
1995,1,10,removal,NA,all_ants
1995,1,11,control,NA,none
1995,1,12,control,NA,all_ants
1995,1,13,exclosure,NA,all_ants
1995,1,14,control,NA,none
1995,1,15,exclosure,NA,none
1995,1,16,removal,NA,none
1995,1,17,control,NA,all_ants
1995,1,18,exclosure,NA,none
1995,1,19,exclosure,NA,all_ants
1995,1,20,exclosure,NA,all_ants
1995,1,21,exclosure,NA,none
1995,1,22,control,NA,none
1995,1,23,removal,NA,all_ants
1995,1,24,removal,NA,none
1995,2,1,spectabs,NA,none
1995,2,2,control,NA,none
1995,2,3,exclosure,NA,all_ants
1995,2,4,control,NA,all_ants
1995,2,5,removal,NA,none
1995,2,6,exclosure,NA,none
1995,2,7,removal,NA,none
1995,2,8,control,NA,all_ants
1995,2,9,spectabs,NA,none
1995,2,10,removal,NA,all_ants
1995,2,11,control,NA,none
1995,2,12,control,NA,all_ants
1995,2,13,exclosure,NA,all_ants
1995,2,14,control,NA,none
1995,2,15,exclosure,NA,none
1995,2,16,removal,NA,none
1995,2,17,control,NA,all_ants
1995,2,18,exclosure,NA,none
1995,2,19,exclosure,NA,all_ants
1995,2,20,exclosure,NA,all_ants
1995,2,21,exclosure,NA,none
1995,2,22,control,NA,none
1995,2,23,removal,NA,all_ants
1995,2,24,removal,NA,none
1995,3,1,spectabs,NA,none
1995,3,2,control,NA,none
1995,3,3,exclosure,NA,all_ants
1995,3,4,control,NA,all_ants
1995,3,5,removal,NA,none
1995,3,6,exclosure,NA,none
1995,3,7,removal,NA,none
1995,3,8,control,NA,all_ants
1995,3,9,spectabs,NA,none
1995,3,10,removal,NA,all_ants
1995,3,11,control,NA,none
1995,3,12,control,NA,all_ants
1995,3,13,exclosure,NA,all_ants
1995,3,14,control,NA,none
1995,3,15,exclosure,NA,none
1995,3,16,removal,NA,none
1995,3,17,control,NA,all_ants
1995,3,18,exclosure,NA,none
1995,3,19,exclosure,NA,all_ants
1995,3,20,exclosure,NA,all_ants
1995,3,21,exclosure,NA,none
1995,3,22,control,NA,none
1995,3,23,removal,NA,all_ants
1995,3,24,removal,NA,none
1995,4,1,spectabs,NA,none
1995,4,2,control,NA,none
1995,4,3,exclosure,NA,all_ants
1995,4,4,control,NA,all_ants
1995,4,5,removal,NA,none
1995,4,6,exclosure,NA,none
1995,4,7,removal,NA,none
1995,4,8,control,NA,all_ants
1995,4,9,spectabs,NA,none
1995,4,10,removal,NA,all_ants
1995,4,11,control,NA,none
1995,4,12,control,NA,all_ants
1995,4,13,exclosure,NA,all_ants
1995,4,14,control,NA,none
1995,4,15,exclosure,NA,none
1995,4,16,removal,NA,none
1995,4,17,control,NA,all_ants
1995,4,18,exclosure,NA,none
1995,4,19,exclosure,NA,all_ants
1995,4,20,exclosure,NA,all_ants
1995,4,21,exclosure,NA,none
1995,4,22,control,NA,none
1995,4,23,removal,NA,all_ants
1995,4,24,removal,NA,none
1995,5,1,spectabs,NA,none
1995,5,2,control,NA,none
1995,5,3,exclosure,NA,all_ants
1995,5,4,control,NA,all_ants
1995,5,5,removal,NA,none
1995,5,6,exclosure,NA,none
1995,5,7,removal,NA,none
1995,5,8,control,NA,all_ants
1995,5,9,spectabs,NA,none
1995,5,10,removal,NA,all_ants
1995,5,11,control,NA,none
1995,5,12,control,NA,all_ants
1995,5,13,exclosure,NA,all_ants
1995,5,14,control,NA,none
1995,5,15,exclosure,NA,none
1995,5,16,removal,NA,none
1995,5,17,control,NA,all_ants
1995,5,18,exclosure,NA,none
1995,5,19,exclosure,NA,all_ants
1995,5,20,exclosure,NA,all_ants
1995,5,21,exclosure,NA,none
1995,5,22,control,NA,none
1995,5,23,removal,NA,all_ants
1995,5,24,removal,NA,none
1995,6,1,spectabs,NA,none
1995,6,2,control,NA,none
1995,6,3,exclosure,NA,all_ants
1995,6,4,control,NA,all_ants
1995,6,5,removal,NA,none
1995,6,6,exclosure,NA,none
1995,6,7,removal,NA,none
1995,6,8,control,NA,all_ants
1995,6,9,spectabs,NA,none
1995,6,10,removal,NA,all_ants
1995,6,11,control,NA,none
1995,6,12,control,NA,all_ants
1995,6,13,exclosure,NA,all_ants
1995,6,14,control,NA,none
1995,6,15,exclosure,NA,none
1995,6,16,removal,NA,none
1995,6,17,control,NA,all_ants
1995,6,18,exclosure,NA,none
1995,6,19,exclosure,NA,all_ants
1995,6,20,exclosure,NA,all_ants
1995,6,21,exclosure,NA,none
1995,6,22,control,NA,none
1995,6,23,removal,NA,all_ants
1995,6,24,removal,NA,none
1995,7,1,spectabs,NA,none
1995,7,2,control,NA,none
1995,7,3,exclosure,NA,all_ants
1995,7,4,control,NA,all_ants
1995,7,5,removal,NA,none
1995,7,6,exclosure,NA,none
1995,7,7,removal,NA,none
1995,7,8,control,NA,all_ants
1995,7,9,spectabs,NA,none
1995,7,10,removal,NA,all_ants
1995,7,11,control,NA,none
1995,7,12,control,NA,all_ants
1995,7,13,exclosure,NA,all_ants
1995,7,14,control,NA,none
1995,7,15,exclosure,NA,none
1995,7,16,removal,NA,none
1995,7,17,control,NA,all_ants
1995,7,18,exclosure,NA,none
1995,7,19,exclosure,NA,all_ants
1995,7,20,exclosure,NA,all_ants
1995,7,21,exclosure,NA,none
1995,7,22,control,NA,none
1995,7,23,removal,NA,all_ants
1995,7,24,removal,NA,none
1995,8,1,spectabs,NA,none
1995,8,2,control,NA,none
1995,8,3,exclosure,NA,all_ants
1995,8,4,control,NA,all_ants
1995,8,5,removal,NA,none
1995,8,6,exclosure,NA,none
1995,8,7,removal,NA,none
1995,8,8,control,NA,all_ants
1995,8,9,spectabs,NA,none
1995,8,10,removal,NA,all_ants
1995,8,11,control,NA,none
1995,8,12,control,NA,all_ants
1995,8,13,exclosure,NA,all_ants
1995,8,14,control,NA,none
1995,8,15,exclosure,NA,none
1995,8,16,removal,NA,none
1995,8,17,control,NA,all_ants
1995,8,18,exclosure,NA,none
1995,8,19,exclosure,NA,all_ants
1995,8,20,exclosure,NA,all_ants
1995,8,21,exclosure,NA,none
1995,8,22,control,NA,none
1995,8,23,removal,NA,all_ants
1995,8,24,removal,NA,none
1995,9,1,spectabs,NA,none
1995,9,2,control,NA,none
1995,9,3,exclosure,NA,all_ants
1995,9,4,control,NA,all_ants
1995,9,5,removal,NA,none
1995,9,6,exclosure,NA,none
1995,9,7,removal,NA,none
1995,9,8,control,NA,all_ants
1995,9,9,spectabs,NA,none
1995,9,10,removal,NA,all_ants
1995,9,11,control,NA,none
1995,9,12,control,NA,all_ants
1995,9,13,exclosure,NA,all_ants
1995,9,14,control,NA,none
1995,9,15,exclosure,NA,none
1995,9,16,removal,NA,none
1995,9,17,control,NA,all_ants
1995,9,18,exclosure,NA,none
1995,9,19,exclosure,NA,all_ants
1995,9,20,exclosure,NA,all_ants
1995,9,21,exclosure,NA,none
1995,9,22,control,NA,none
1995,9,23,removal,NA,all_ants
1995,9,24,removal,NA,none
1995,10,1,spectabs,NA,none
1995,10,2,control,NA,none
1995,10,3,exclosure,NA,all_ants
1995,10,4,control,NA,all_ants
1995,10,5,removal,NA,none
1995,10,6,exclosure,NA,none
1995,10,7,removal,NA,none
1995,10,8,control,NA,all_ants
1995,10,9,spectabs,NA,none
1995,10,10,removal,NA,all_ants
1995,10,11,control,NA,none
1995,10,12,control,NA,all_ants
1995,10,13,exclosure,NA,all_ants
1995,10,14,control,NA,none
1995,10,15,exclosure,NA,none
1995,10,16,removal,NA,none
1995,10,17,control,NA,all_ants
1995,10,18,exclosure,NA,none
1995,10,19,exclosure,NA,all_ants
1995,10,20,exclosure,NA,all_ants
1995,10,21,exclosure,NA,none
1995,10,22,control,NA,none
1995,10,23,removal,NA,all_ants
1995,10,24,removal,NA,none
1995,11,1,spectabs,NA,none
1995,11,2,control,NA,none
1995,11,3,exclosure,NA,all_ants
1995,11,4,control,NA,all_ants
1995,11,5,removal,NA,none
1995,11,6,exclosure,NA,none
1995,11,7,removal,NA,none
1995,11,8,control,NA,all_ants
1995,11,9,spectabs,NA,none
1995,11,10,removal,NA,all_ants
1995,11,11,control,NA,none
1995,11,12,control,NA,all_ants
1995,11,13,exclosure,NA,all_ants
1995,11,14,control,NA,none
1995,11,15,exclosure,NA,none
1995,11,16,removal,NA,none
1995,11,17,control,NA,all_ants
1995,11,18,exclosure,NA,none
1995,11,19,exclosure,NA,all_ants
1995,11,20,exclosure,NA,all_ants
1995,11,21,exclosure,NA,none
1995,11,22,control,NA,none
1995,11,23,removal,NA,all_ants
1995,11,24,removal,NA,none
1995,12,1,spectabs,NA,none
1995,12,2,control,NA,none
1995,12,3,exclosure,NA,all_ants
1995,12,4,control,NA,all_ants
1995,12,5,removal,NA,none
1995,12,6,exclosure,NA,none
1995,12,7,removal,NA,none
1995,12,8,control,NA,all_ants
1995,12,9,spectabs,NA,none
1995,12,10,removal,NA,all_ants
1995,12,11,control,NA,none
1995,12,12,control,NA,all_ants
1995,12,13,exclosure,NA,all_ants
1995,12,14,control,NA,none
1995,12,15,exclosure,NA,none
1995,12,16,removal,NA,none
1995,12,17,control,NA,all_ants
1995,12,18,exclosure,NA,none
1995,12,19,exclosure,NA,all_ants
1995,12,20,exclosure,NA,all_ants
1995,12,21,exclosure,NA,none
1995,12,22,control,NA,none
1995,12,23,removal,NA,all_ants
1995,12,24,removal,NA,none
1996,1,1,spectabs,NA,none
1996,1,2,control,NA,none
1996,1,3,exclosure,NA,all_ants
1996,1,4,control,NA,all_ants
1996,1,5,removal,NA,none
1996,1,6,exclosure,NA,none
1996,1,7,removal,NA,none
1996,1,8,control,NA,all_ants
1996,1,9,spectabs,NA,none
1996,1,10,removal,NA,all_ants
1996,1,11,control,NA,none
1996,1,12,control,NA,all_ants
1996,1,13,exclosure,NA,all_ants
1996,1,14,control,NA,none
1996,1,15,exclosure,NA,none
1996,1,16,removal,NA,none
1996,1,17,control,NA,all_ants
1996,1,18,exclosure,NA,none
1996,1,19,exclosure,NA,all_ants
1996,1,20,exclosure,NA,all_ants
1996,1,21,exclosure,NA,none
1996,1,22,control,NA,none
1996,1,23,removal,NA,all_ants
1996,1,24,removal,NA,none
1996,2,1,spectabs,NA,none
1996,2,2,control,NA,none
1996,2,3,exclosure,NA,all_ants
1996,2,4,control,NA,all_ants
1996,2,5,removal,NA,none
1996,2,6,exclosure,NA,none
1996,2,7,removal,NA,none
1996,2,8,control,NA,all_ants
1996,2,9,spectabs,NA,none
1996,2,10,removal,NA,all_ants
1996,2,11,control,NA,none
1996,2,12,control,NA,all_ants
1996,2,13,exclosure,NA,all_ants
1996,2,14,control,NA,none
1996,2,15,exclosure,NA,none
1996,2,16,removal,NA,none
1996,2,17,control,NA,all_ants
1996,2,18,exclosure,NA,none
1996,2,19,exclosure,NA,all_ants
1996,2,20,exclosure,NA,all_ants
1996,2,21,exclosure,NA,none
1996,2,22,control,NA,none
1996,2,23,removal,NA,all_ants
1996,2,24,removal,NA,none
1996,3,1,spectabs,NA,none
1996,3,2,control,NA,none
1996,3,3,exclosure,NA,all_ants
1996,3,4,control,NA,all_ants
1996,3,5,removal,NA,none
1996,3,6,exclosure,NA,none
1996,3,7,removal,NA,none
1996,3,8,control,NA,all_ants
1996,3,9,spectabs,NA,none
1996,3,10,removal,NA,all_ants
1996,3,11,control,NA,none
1996,3,12,control,NA,all_ants
1996,3,13,exclosure,NA,all_ants
1996,3,14,control,NA,none
1996,3,15,exclosure,NA,none
1996,3,16,removal,NA,none
1996,3,17,control,NA,all_ants
1996,3,18,exclosure,NA,none
1996,3,19,exclosure,NA,all_ants
1996,3,20,exclosure,NA,all_ants
1996,3,21,exclosure,NA,none
1996,3,22,control,NA,none
1996,3,23,removal,NA,all_ants
1996,3,24,removal,NA,none
1996,4,1,spectabs,NA,none
1996,4,2,control,NA,none
1996,4,3,exclosure,NA,all_ants
1996,4,4,control,NA,all_ants
1996,4,5,removal,NA,none
1996,4,6,exclosure,NA,none
1996,4,7,removal,NA,none
1996,4,8,control,NA,all_ants
1996,4,9,spectabs,NA,none
1996,4,10,removal,NA,all_ants
1996,4,11,control,NA,none
1996,4,12,control,NA,all_ants
1996,4,13,exclosure,NA,all_ants
1996,4,14,control,NA,none
1996,4,15,exclosure,NA,none
1996,4,16,removal,NA,none
1996,4,17,control,NA,all_ants
1996,4,18,exclosure,NA,none
1996,4,19,exclosure,NA,all_ants
1996,4,20,exclosure,NA,all_ants
1996,4,21,exclosure,NA,none
1996,4,22,control,NA,none
1996,4,23,removal,NA,all_ants
1996,4,24,removal,NA,none
1996,5,1,spectabs,NA,none
1996,5,2,control,NA,none
1996,5,3,exclosure,NA,all_ants
1996,5,4,control,NA,all_ants
1996,5,5,removal,NA,none
1996,5,6,exclosure,NA,none
1996,5,7,removal,NA,none
1996,5,8,control,NA,all_ants
1996,5,9,spectabs,NA,none
1996,5,10,removal,NA,all_ants
1996,5,11,control,NA,none
1996,5,12,control,NA,all_ants
1996,5,13,exclosure,NA,all_ants
1996,5,14,control,NA,none
1996,5,15,exclosure,NA,none
1996,5,16,removal,NA,none
1996,5,17,control,NA,all_ants
1996,5,18,exclosure,NA,none
1996,5,19,exclosure,NA,all_ants
1996,5,20,exclosure,NA,all_ants
1996,5,21,exclosure,NA,none
1996,5,22,control,NA,none
1996,5,23,removal,NA,all_ants
1996,5,24,removal,NA,none
1996,6,1,spectabs,NA,none
1996,6,2,control,NA,none
1996,6,3,exclosure,NA,all_ants
1996,6,4,control,NA,all_ants
1996,6,5,removal,NA,none
1996,6,6,exclosure,NA,none
1996,6,7,removal,NA,none
1996,6,8,control,NA,all_ants
1996,6,9,spectabs,NA,none
1996,6,10,removal,NA,all_ants
1996,6,11,control,NA,none
1996,6,12,control,NA,all_ants
1996,6,13,exclosure,NA,all_ants
1996,6,14,control,NA,none
1996,6,15,exclosure,NA,none
1996,6,16,removal,NA,none
1996,6,17,control,NA,all_ants
1996,6,18,exclosure,NA,none
1996,6,19,exclosure,NA,all_ants
1996,6,20,exclosure,NA,all_ants
1996,6,21,exclosure,NA,none
1996,6,22,control,NA,none
1996,6,23,removal,NA,all_ants
1996,6,24,removal,NA,none
1996,7,1,spectabs,NA,none
1996,7,2,control,NA,none
1996,7,3,exclosure,NA,all_ants
1996,7,4,control,NA,all_ants
1996,7,5,removal,NA,none
1996,7,6,exclosure,NA,none
1996,7,7,removal,NA,none
1996,7,8,control,NA,all_ants
1996,7,9,spectabs,NA,none
1996,7,10,removal,NA,all_ants
1996,7,11,control,NA,none
1996,7,12,control,NA,all_ants
1996,7,13,exclosure,NA,all_ants
1996,7,14,control,NA,none
1996,7,15,exclosure,NA,none
1996,7,16,removal,NA,none
1996,7,17,control,NA,all_ants
1996,7,18,exclosure,NA,none
1996,7,19,exclosure,NA,all_ants
1996,7,20,exclosure,NA,all_ants
1996,7,21,exclosure,NA,none
1996,7,22,control,NA,none
1996,7,23,removal,NA,all_ants
1996,7,24,removal,NA,none
1996,8,1,spectabs,NA,none
1996,8,2,control,NA,none
1996,8,3,exclosure,NA,all_ants
1996,8,4,control,NA,all_ants
1996,8,5,removal,NA,none
1996,8,6,exclosure,NA,none
1996,8,7,removal,NA,none
1996,8,8,control,NA,all_ants
1996,8,9,spectabs,NA,none
1996,8,10,removal,NA,all_ants
1996,8,11,control,NA,none
1996,8,12,control,NA,all_ants
1996,8,13,exclosure,NA,all_ants
1996,8,14,control,NA,none
1996,8,15,exclosure,NA,none
1996,8,16,removal,NA,none
1996,8,17,control,NA,all_ants
1996,8,18,exclosure,NA,none
1996,8,19,exclosure,NA,all_ants
1996,8,20,exclosure,NA,all_ants
1996,8,21,exclosure,NA,none
1996,8,22,control,NA,none
1996,8,23,removal,NA,all_ants
1996,8,24,removal,NA,none
1996,9,1,spectabs,NA,none
1996,9,2,control,NA,none
1996,9,3,exclosure,NA,all_ants
1996,9,4,control,NA,all_ants
1996,9,5,removal,NA,none
1996,9,6,exclosure,NA,none
1996,9,7,removal,NA,none
1996,9,8,control,NA,all_ants
1996,9,9,spectabs,NA,none
1996,9,10,removal,NA,all_ants
1996,9,11,control,NA,none
1996,9,12,control,NA,all_ants
1996,9,13,exclosure,NA,all_ants
1996,9,14,control,NA,none
1996,9,15,exclosure,NA,none
1996,9,16,removal,NA,none
1996,9,17,control,NA,all_ants
1996,9,18,exclosure,NA,none
1996,9,19,exclosure,NA,all_ants
1996,9,20,exclosure,NA,all_ants
1996,9,21,exclosure,NA,none
1996,9,22,control,NA,none
1996,9,23,removal,NA,all_ants
1996,9,24,removal,NA,none
1996,10,1,spectabs,NA,none
1996,10,2,control,NA,none
1996,10,3,exclosure,NA,all_ants
1996,10,4,control,NA,all_ants
1996,10,5,removal,NA,none
1996,10,6,exclosure,NA,none
1996,10,7,removal,NA,none
1996,10,8,control,NA,all_ants
1996,10,9,spectabs,NA,none
1996,10,10,removal,NA,all_ants
1996,10,11,control,NA,none
1996,10,12,control,NA,all_ants
1996,10,13,exclosure,NA,all_ants
1996,10,14,control,NA,none
1996,10,15,exclosure,NA,none
1996,10,16,removal,NA,none
1996,10,17,control,NA,all_ants
1996,10,18,exclosure,NA,none
1996,10,19,exclosure,NA,all_ants
1996,10,20,exclosure,NA,all_ants
1996,10,21,exclosure,NA,none
1996,10,22,control,NA,none
1996,10,23,removal,NA,all_ants
1996,10,24,removal,NA,none
1996,11,1,spectabs,NA,none
1996,11,2,control,NA,none
1996,11,3,exclosure,NA,all_ants
1996,11,4,control,NA,all_ants
1996,11,5,removal,NA,none
1996,11,6,exclosure,NA,none
1996,11,7,removal,NA,none
1996,11,8,control,NA,all_ants
1996,11,9,spectabs,NA,none
1996,11,10,removal,NA,all_ants
1996,11,11,control,NA,none
1996,11,12,control,NA,all_ants
1996,11,13,exclosure,NA,all_ants
1996,11,14,control,NA,none
1996,11,15,exclosure,NA,none
1996,11,16,removal,NA,none
1996,11,17,control,NA,all_ants
1996,11,18,exclosure,NA,none
1996,11,19,exclosure,NA,all_ants
1996,11,20,exclosure,NA,all_ants
1996,11,21,exclosure,NA,none
1996,11,22,control,NA,none
1996,11,23,removal,NA,all_ants
1996,11,24,removal,NA,none
1996,12,1,spectabs,NA,none
1996,12,2,control,NA,none
1996,12,3,exclosure,NA,all_ants
1996,12,4,control,NA,all_ants
1996,12,5,removal,NA,none
1996,12,6,exclosure,NA,none
1996,12,7,removal,NA,none
1996,12,8,control,NA,all_ants
1996,12,9,spectabs,NA,none
1996,12,10,removal,NA,all_ants
1996,12,11,control,NA,none
1996,12,12,control,NA,all_ants
1996,12,13,exclosure,NA,all_ants
1996,12,14,control,NA,none
1996,12,15,exclosure,NA,none
1996,12,16,removal,NA,none
1996,12,17,control,NA,all_ants
1996,12,18,exclosure,NA,none
1996,12,19,exclosure,NA,all_ants
1996,12,20,exclosure,NA,all_ants
1996,12,21,exclosure,NA,none
1996,12,22,control,NA,none
1996,12,23,removal,NA,all_ants
1996,12,24,removal,NA,none
1997,1,1,spectabs,NA,none
1997,1,2,control,NA,none
1997,1,3,exclosure,NA,all_ants
1997,1,4,control,NA,all_ants
1997,1,5,removal,NA,none
1997,1,6,exclosure,NA,none
1997,1,7,removal,NA,none
1997,1,8,control,NA,all_ants
1997,1,9,spectabs,NA,none
1997,1,10,removal,NA,all_ants
1997,1,11,control,NA,none
1997,1,12,control,NA,all_ants
1997,1,13,exclosure,NA,all_ants
1997,1,14,control,NA,none
1997,1,15,exclosure,NA,none
1997,1,16,removal,NA,none
1997,1,17,control,NA,all_ants
1997,1,18,exclosure,NA,none
1997,1,19,exclosure,NA,all_ants
1997,1,20,exclosure,NA,all_ants
1997,1,21,exclosure,NA,none
1997,1,22,control,NA,none
1997,1,23,removal,NA,all_ants
1997,1,24,removal,NA,none
1997,2,1,spectabs,NA,none
1997,2,2,control,NA,none
1997,2,3,exclosure,NA,all_ants
1997,2,4,control,NA,all_ants
1997,2,5,removal,NA,none
1997,2,6,exclosure,NA,none
1997,2,7,removal,NA,none
1997,2,8,control,NA,all_ants
1997,2,9,spectabs,NA,none
1997,2,10,removal,NA,all_ants
1997,2,11,control,NA,none
1997,2,12,control,NA,all_ants
1997,2,13,exclosure,NA,all_ants
1997,2,14,control,NA,none
1997,2,15,exclosure,NA,none
1997,2,16,removal,NA,none
1997,2,17,control,NA,all_ants
1997,2,18,exclosure,NA,none
1997,2,19,exclosure,NA,all_ants
1997,2,20,exclosure,NA,all_ants
1997,2,21,exclosure,NA,none
1997,2,22,control,NA,none
1997,2,23,removal,NA,all_ants
1997,2,24,removal,NA,none
1997,3,1,spectabs,NA,none
1997,3,2,control,NA,none
1997,3,3,exclosure,NA,all_ants
1997,3,4,control,NA,all_ants
1997,3,5,removal,NA,none
1997,3,6,exclosure,NA,none
1997,3,7,removal,NA,none
1997,3,8,control,NA,all_ants
1997,3,9,spectabs,NA,none
1997,3,10,removal,NA,all_ants
1997,3,11,control,NA,none
1997,3,12,control,NA,all_ants
1997,3,13,exclosure,NA,all_ants
1997,3,14,control,NA,none
1997,3,15,exclosure,NA,none
1997,3,16,removal,NA,none
1997,3,17,control,NA,all_ants
1997,3,18,exclosure,NA,none
1997,3,19,exclosure,NA,all_ants
1997,3,20,exclosure,NA,all_ants
1997,3,21,exclosure,NA,none
1997,3,22,control,NA,none
1997,3,23,removal,NA,all_ants
1997,3,24,removal,NA,none
1997,4,1,spectabs,NA,none
1997,4,2,control,NA,none
1997,4,3,exclosure,NA,all_ants
1997,4,4,control,NA,all_ants
1997,4,5,removal,NA,none
1997,4,6,exclosure,NA,none
1997,4,7,removal,NA,none
1997,4,8,control,NA,all_ants
1997,4,9,spectabs,NA,none
1997,4,10,removal,NA,all_ants
1997,4,11,control,NA,none
1997,4,12,control,NA,all_ants
1997,4,13,exclosure,NA,all_ants
1997,4,14,control,NA,none
1997,4,15,exclosure,NA,none
1997,4,16,removal,NA,none
1997,4,17,control,NA,all_ants
1997,4,18,exclosure,NA,none
1997,4,19,exclosure,NA,all_ants
1997,4,20,exclosure,NA,all_ants
1997,4,21,exclosure,NA,none
1997,4,22,control,NA,none
1997,4,23,removal,NA,all_ants
1997,4,24,removal,NA,none
1997,5,1,spectabs,NA,none
1997,5,2,control,NA,none
1997,5,3,exclosure,NA,all_ants
1997,5,4,control,NA,all_ants
1997,5,5,removal,NA,none
1997,5,6,exclosure,NA,none
1997,5,7,removal,NA,none
1997,5,8,control,NA,all_ants
1997,5,9,spectabs,NA,none
1997,5,10,removal,NA,all_ants
1997,5,11,control,NA,none
1997,5,12,control,NA,all_ants
1997,5,13,exclosure,NA,all_ants
1997,5,14,control,NA,none
1997,5,15,exclosure,NA,none
1997,5,16,removal,NA,none
1997,5,17,control,NA,all_ants
1997,5,18,exclosure,NA,none
1997,5,19,exclosure,NA,all_ants
1997,5,20,exclosure,NA,all_ants
1997,5,21,exclosure,NA,none
1997,5,22,control,NA,none
1997,5,23,removal,NA,all_ants
1997,5,24,removal,NA,none
1997,6,1,spectabs,NA,none
1997,6,2,control,NA,none
1997,6,3,exclosure,NA,all_ants
1997,6,4,control,NA,all_ants
1997,6,5,removal,NA,none
1997,6,6,exclosure,NA,none
1997,6,7,removal,NA,none
1997,6,8,control,NA,all_ants
1997,6,9,spectabs,NA,none
1997,6,10,removal,NA,all_ants
1997,6,11,control,NA,none
1997,6,12,control,NA,all_ants
1997,6,13,exclosure,NA,all_ants
1997,6,14,control,NA,none
1997,6,15,exclosure,NA,none
1997,6,16,removal,NA,none
1997,6,17,control,NA,all_ants
1997,6,18,exclosure,NA,none
1997,6,19,exclosure,NA,all_ants
1997,6,20,exclosure,NA,all_ants
1997,6,21,exclosure,NA,none
1997,6,22,control,NA,none
1997,6,23,removal,NA,all_ants
1997,6,24,removal,NA,none
1997,7,1,spectabs,NA,none
1997,7,2,control,NA,none
1997,7,3,exclosure,NA,all_ants
1997,7,4,control,NA,all_ants
1997,7,5,removal,NA,none
1997,7,6,exclosure,NA,none
1997,7,7,removal,NA,none
1997,7,8,control,NA,all_ants
1997,7,9,spectabs,NA,none
1997,7,10,removal,NA,all_ants
1997,7,11,control,NA,none
1997,7,12,control,NA,all_ants
1997,7,13,exclosure,NA,all_ants
1997,7,14,control,NA,none
1997,7,15,exclosure,NA,none
1997,7,16,removal,NA,none
1997,7,17,control,NA,all_ants
1997,7,18,exclosure,NA,none
1997,7,19,exclosure,NA,all_ants
1997,7,20,exclosure,NA,all_ants
1997,7,21,exclosure,NA,none
1997,7,22,control,NA,none
1997,7,23,removal,NA,all_ants
