month,year,plot,stake,species,abundance
July,2000,16,31,phei sita,1
July,2000,16,37,phei sita,2
July,2000,16,37,pogo dese,1
July,2000,16,42,novo cock,1
July,2000,16,42,phei sita,1
July,2000,16,44,novo cock,2
July,2000,16,51,novo cock,3
July,2000,16,51,phei sita,1
July,2000,16,53,novo cock,3
July,2000,16,57,phei sita,3
July,2000,16,62,sole xylo,3
July,2000,16,64,novo cock,1
July,2000,16,66,phei sita,6
July,2000,16,73,novo cock,1
July,2000,16,73,sole xylo,1
July,2000,16,75,novo cock,1
July,2000,17,15,sole xylo,1
July,2000,17,22,sole xylo,1
July,2000,17,26,phei xero,1
July,2000,17,37,phei xero,3
July,2000,17,42,sole xylo,1
July,2000,17,75,sole xylo,2
July,2000,18,13,novo cock,1
July,2000,18,13,phei xero,1
July,2000,18,22,sole xylo,15
July,2000,18,33,phei sita,4
July,2000,18,37,sole xylo,1
July,2000,18,44,phei xero,1
July,2000,18,46,sole xylo,1
July,2000,18,53,phei xero,3
July,2000,18,66,sole xylo,3
July,2000,18,71,phei sita,2
July,2000,18,73,sole xylo,1
July,2000,18,77,phei sita,2
July,2000,18,77,phei xero,7
July,2000,19,11,novo cock,1
July,2000,19,15,novo cock,1
July,2000,19,24,novo cock,1
July,2000,19,26,phei xero,2
July,2000,19,31,novo cock,1
July,2000,19,33,novo cock,1
July,2000,19,37,phei xero,1
July,2000,19,44,phei xero,2
July,2000,19,51,phei xero,6
July,2000,19,64,phei xero,2
July,2000,19,73,sole xylo,1
July,2000,20,11,myrm mimi,2
July,2000,20,11,phei xero,1
July,2000,20,31,phei xero,3
July,2000,20,42,myrm mimi,4
July,2000,20,42,phei xero,3
July,2000,20,44,phei sita,3
July,2000,20,44,phei xero,5
July,2000,20,55,irid prui,2
July,2000,20,64,phei sita,10
July,2000,21,13,novo cock,4
July,2000,21,13,phei sita,3
July,2000,21,13,phei xero,2
July,2000,21,22,phei xero,20
July,2000,21,24,phei xero,10
July,2000,21,33,phei sita,2
July,2000,21,33,phei xero,1
July,2000,21,37,phei xero,8
July,2000,21,46,novo cock,1
July,2000,21,46,phei xero,5
July,2000,21,51,novo cock,1
July,2000,21,55,phei sita,5
July,2000,21,57,phei sita,10
July,2000,21,62,novo cock,3
July,2000,21,62,phei xero,10
July,2000,21,64,novo cock,4
July,2000,21,75,phei xero,10
July,2000,21,77,novo cock,4
July,2000,22,22,phei sita,2
July,2000,22,24,phei xero,5
July,2000,22,31,phei xero,1
July,2000,22,33,myrm mimi,2
July,2000,22,33,sole xylo,3
July,2000,22,35,phei sita,4
July,2000,22,44,pogo dese,1
July,2000,22,51,sole xylo,10
July,2000,22,53,phei sita,10
July,2000,22,53,phei xero,10
July,2000,22,53,sole xylo,2
July,2000,22,55,novo cock,1
July,2000,22,55,sole xylo,5
July,2000,22,57,myrm mimi,1
July,2000,22,71,phei xero,1
July,2000,22,71,sole xylo,5
July,2000,22,75,phei sita,10
July,2000,23,13,phei sita,10
July,2000,23,13,phei xero,10
July,2000,23,22,sole xylo,5
July,2000,23,26,myrm mimi,5
July,2000,23,26,phei xero,2
July,2000,23,33,sole xylo,2
July,2000,23,51,phei sita,1
July,2000,23,62,phei xero,5
July,2000,23,64,phei xero,5
July,2000,23,73,sole xylo,2
July,2000,23,77,sole xylo,1
July,2000,24,11,sole xylo,1
July,2000,24,13,novo cock,1
July,2000,24,13,phei xero,1
July,2000,24,15,novo cock,2
July,2000,24,17,sole sp,1
July,2000,24,22,sole xylo,25
July,2000,24,24,sole xylo,12
July,2000,24,26,sole xylo,1
July,2000,24,31,phei xero,1
July,2000,24,33,sole xylo,10
July,2000,24,35,novo cock,2
July,2000,24,37,novo cock,1
July,2000,24,37,phei xero,1
July,2000,24,44,cono insa,1
July,2000,24,44,novo cock,7
July,2000,24,51,sole xylo,2
July,2000,24,53,novo cock,10
July,2000,24,55,novo cock,15
July,2000,24,57,phei xero,2
July,2000,24,62,novo cock,5
July,2000,24,64,novo cock,12
July,2000,24,66,novo cock,3
July,2000,24,66,phei sita,1
July,2000,24,66,phei xero,1
July,2000,24,71,novo cock,5
July,2000,24,71,phei sita,1
July,2000,24,73,novo cock,10
July,2000,24,75,novo cock,10
July,2000,24,77,novo cock,5
July,2001,1,11,phei sita,3
July,2001,1,13,phei sita,10
July,2001,1,15,irid prui,6
July,2001,1,15,phei xero,1
July,2001,1,17,myrm mimi,1
July,2001,1,17,phei xero,10
July,2001,1,22,sole xylo,2
July,2001,1,24,phei xero,1
July,2001,1,26,irid prui,1
July,2001,1,26,phei xero,3
July,2001,1,31,phei sita,24
July,2001,1,33,sole xylo,24
July,2001,1,35,irid prui,12
July,2001,1,35,myrm mimi,1
July,2001,1,35,novo cock,1
July,2001,1,37,myrm mimi,1
July,2001,1,37,phei xero,7
July,2001,1,42,pogo dese,3
July,2001,1,42,sole xylo,7
July,2001,1,44,pogo dese,1
July,2001,1,44,sole xylo,2
July,2001,1,51,pogo dese,1
July,2001,1,53,phei sita,8
July,2001,1,57,sole xylo,6
July,2001,1,62,irid prui,8
July,2001,1,71,phei sita,1
July,2001,1,73,phei xero,2
July,2001,1,77,phei xero,3
July,2001,2,11,novo cock,1
July,2001,2,17,sole xylo,1
July,2001,2,35,sole xylo,7
July,2001,2,51,phei xero,1
July,2001,2,53,sole xylo,1
July,2001,2,55,novo cock,3
July,2001,2,55,phei xero,1
July,2001,2,64,novo cock,1
July,2001,2,71,phei xero,5
July,2001,2,73,sole xylo,1
July,2001,2,75,sole xylo,18
July,2001,2,77,sole xylo,2
July,2001,3,11,sole xylo,1
July,2001,3,17,sole xylo,1
July,2001,3,24,sole xylo,5
July,2001,3,26,sole xylo,13
July,2001,3,31,sole xylo,7
July,2001,3,33,sole xylo,10
July,2001,3,37,sole xylo,3
July,2001,3,44,sole xylo,4
July,2001,3,46,sole xylo,4
July,2001,3,51,sole xylo,1
July,2001,3,55,sole xylo,1
July,2001,3,62,sole xylo,10
July,2001,3,66,sole xylo,4
July,2001,3,71,sole xylo,9
July,2001,3,73,sole xylo,6
July,2001,4,15,sole xylo,1
July,2001,4,17,myrm mimi,1
July,2001,4,22,sole xylo,4
July,2001,4,24,pogo dese,1
July,2001,4,24,sole xylo,2
July,2001,4,33,sole xylo,9
July,2001,4,35,sole xylo,25
July,2001,4,37,sole xylo,16
July,2001,4,42,pogo dese,1
July,2001,4,44,phei xero,1
July,2001,4,46,sole xylo,3
July,2001,4,53,sole xylo,14
July,2001,4,55,pogo dese,1
July,2001,4,55,sole xylo,18
July,2001,4,64,sole xylo,13
July,2001,4,71,sole xylo,13
July,2001,4,73,sole xylo,4
July,2001,4,77,sole xylo,1
July,2001,5,11,phei sita,1
July,2001,5,13,phei xero,1
July,2001,5,13,pogo dese,5
July,2001,5,17,phei sita,3
July,2001,5,24,pogo dese,1
July,2001,5,26,pogo dese,1
July,2001,5,26,sole xylo,1
July,2001,5,31,phei xero,1
July,2001,5,33,phei xero,1
July,2001,5,35,pogo dese,1
July,2001,5,35,pogo mari,1
July,2001,5,37,phei sita,5
July,2001,5,42,sole xylo,1
July,2001,5,44,pogo dese,2
July,2001,5,44,sole xylo,4
July,2001,5,46,pogo dese,1
July,2001,5,46,sole xylo,1
July,2001,5,51,pogo dese,1
July,2001,5,53,phei xero,1
July,2001,5,53,pogo dese,1
July,2001,5,57,phei xero,1
July,2001,5,57,pogo dese,1
July,2001,5,62,phei xero,5
July,2001,5,62,pogo imbe,1
July,2001,5,64,pogo dese,4
July,2001,5,66,phei xero,2
July,2001,5,66,pogo dese,4
July,2001,5,71,pogo dese,2
July,2001,5,73,phei xero,8
July,2001,5,73,pogo dese,1
July,2001,5,75,pogo imbe,1
July,2001,5,77,pogo dese,2
July,2001,6,13,pogo dese,1
July,2001,6,15,sole xylo,20
July,2001,6,17,novo cock,1
July,2001,6,17,pogo dese,1
July,2001,6,22,pogo dese,1
July,2001,6,24,pogo dese,1
July,2001,6,26,sole xylo,5
July,2001,6,31,sole xylo,3
July,2001,6,35,pogo dese,1
July,2001,6,37,sole xylo,10
July,2001,6,44,sole xylo,1
July,2001,6,46,phei xero,3
July,2001,6,46,pogo dese,3
July,2001,6,53,phei xero,1
July,2001,6,53,pogo dese,1
July,2001,6,53,sole xylo,1
July,2001,6,57,pogo dese,1
July,2001,6,57,sole xylo,15
July,2001,6,62,pogo dese,2
July,2001,6,64,sole xylo,5
July,2001,6,66,sole xylo,2
July,2001,6,71,sole xylo,2
July,2001,6,73,pogo dese,3
July,2001,6,73,sole xylo,8
July,2001,6,75,sole xylo,2
July,2001,6,77,sole xylo,10
July,2001,7,33,sole xylo,1
July,2001,7,55,novo cock,1
July,2001,7,57,sole sp,4
July,2001,7,64,novo cock,2
July,2001,7,66,phei xero,11
July,2001,7,75,sole sp,1
July,2001,8,11,sole xylo,9
July,2001,8,13,phei xero,6
July,2001,8,15,sole xylo,4
July,2001,8,22,sole xylo,8
July,2001,8,33,novo cock,1
July,2001,8,33,sole xylo,3
July,2001,8,35,sole xylo,11
July,2001,8,44,myrm mimi,3
July,2001,8,44,sole xylo,4
July,2001,8,46,sole xylo,7
July,2001,8,51,sole xylo,6
July,2001,8,57,myrm mimi,4
July,2001,8,64,sole xylo,12
July,2001,8,66,phei xero,6
July,2001,8,71,sole xylo,2
July,2001,8,75,sole xylo,13
July,2001,8,77,sole xylo,3
July,2001,9,13,phei xero,10
July,2001,9,13,pogo dese,4
July,2001,9,13,sole sp,8
July,2001,9,24,phei xero,5
July,2001,9,24,pogo dese,2
July,2001,9,24,sole xylo,2
July,2001,9,26,novo cock,2
July,2001,9,26,sole sp,4
July,2001,9,33,sole xylo,41
July,2001,9,35,sole xylo,23
July,2001,9,37,novo cock,3
July,2001,9,37,pogo dese,6
July,2001,9,42,cono bico,2
July,2001,9,44,sole xylo,16
July,2001,9,46,cono bico,1
July,2001,9,46,pogo dese,11
July,2001,9,51,pogo dese,2
July,2001,9,51,sole xylo,1
July,2001,9,55,phei sita,4
July,2001,9,55,pogo dese,2
July,2001,9,62,pogo dese,2
July,2001,9,62,sole sp,5
July,2001,9,64,pogo dese,2
July,2001,9,66,pogo dese,13
July,2001,9,71,phei xero,3
July,2001,9,71,pogo dese,2
July,2001,9,73,phei xero,2
July,2001,10,26,cono bico,10
July,2001,10,33,sole xylo,4
July,2001,10,71,sole xylo,7
July,2001,10,73,sole xylo,23
July,2001,11,22,sole xylo,1
July,2001,11,37,pogo dese,2
July,2001,11,42,pogo dese,1
July,2001,11,44,sole sp,1
July,2001,11,53,cono insa,2
July,2001,11,57,phei xero,1
July,2001,11,57,sole xylo,1
July,2001,11,66,sole xylo,1
July,2001,11,77,sole xylo,1
July,2001,12,13,sole xylo,5
July,2001,12,26,sole xylo,1
July,2001,12,31,phei xero,1
July,2001,12,33,sole xylo,2
July,2001,12,62,phei xero,1
July,2001,13,13,pogo dese,1
July,2001,13,17,sole sp,3
July,2001,13,22,sole sp,6
July,2001,13,26,sole sp,24
July,2001,13,33,sole sp,3
July,2001,13,35,sole sp,13
July,2001,13,37,sole sp,7
July,2001,13,42,sole sp,18
July,2001,13,46,cono bico,1
July,2001,13,46,pogo dese,1
July,2001,13,51,novo cock,1
July,2001,13,51,sole sp,4
July,2001,13,55,sole sp,32
July,2001,13,64,sole sp,14
July,2001,13,71,sole sp,17
July,2001,13,73,pogo dese,1
July,2001,13,75,sole sp,27
July,2001,13,77,sole sp,3
July,2001,14,13,phei xero,4
July,2001,14,13,pogo dese,1
July,2001,14,15,novo cock,1
July,2001,14,15,phei xero,36
July,2001,14,17,phei xero,2
July,2001,14,17,pogo dese,1
July,2001,14,17,sole xylo,3
July,2001,14,22,cono bico,3
July,2001,14,31,sole xylo,6
July,2001,14,44,sole xylo,18
July,2001,14,46,phei sita,6
July,2001,14,46,sole xylo,12
July,2001,14,51,pogo dese,2
July,2001,14,55,pogo dese,1
July,2001,14,55,sole xylo,11
July,2001,14,62,pogo dese,1
July,2001,14,64,pogo dese,1
July,2001,14,66,pogo imbe,3
July,2001,14,66,sole xylo,21
July,2001,14,71,novo cock,1
July,2001,14,73,sole xylo,4
July,2001,14,75,sole xylo,9
July,2001,15,11,pogo dese,1
July,2001,15,15,sole xylo,8
July,2001,15,17,sole xylo,19
July,2001,15,22,pogo dese,1
July,2001,15,24,sole xylo,17
July,2001,15,26,sole xylo,15
July,2001,15,31,phei xero,9
July,2001,15,31,pogo dese,1
July,2001,15,35,sole xylo,7
July,2001,15,37,novo cock,1
July,2001,15,37,sole xylo,9
July,2001,15,51,novo cock,2
July,2001,15,51,sole xylo,3
July,2001,15,53,pogo dese,2
July,2001,15,53,sole xylo,6
July,2001,15,62,phei sita,6
July,2001,15,64,pogo dese,7
July,2001,15,66,sole xylo,4
July,2001,15,71,phei sita,11
July,2001,15,71,pogo dese,2
July,2001,15,77,sole xylo,13
July,2001,16,11,sole xylo,33
July,2001,16,13,novo cock,1
July,2001,16,13,phei xero,6
July,2001,16,13,pogo dese,5
July,2001,16,15,novo cock,1
July,2001,16,15,pogo dese,3
July,2001,16,15,sole xylo,26
July,2001,16,17,phei sita,11
July,2001,16,17,sole xylo,7
July,2001,16,22,novo cock,1
July,2001,16,22,phei xero,6
July,2001,16,22,pogo dese,2
July,2001,16,24,novo cock,2
July,2001,16,24,pogo dese,7
July,2001,16,26,novo cock,2
July,2001,16,26,sole xylo,11
July,2001,16,31,phei sita,2
July,2001,16,33,novo cock,4
July,2001,16,33,pogo dese,3
July,2001,16,33,pogo imbe,2
July,2001,16,35,novo cock,3
July,2001,16,35,pogo dese,6
July,2001,16,37,novo cock,5
July,2001,16,37,phei xero,11
July,2001,16,37,sole xylo,8
July,2001,16,42,pogo dese,1
July,2001,16,42,sole xylo,21
July,2001,16,44,novo cock,3
July,2001,16,46,novo cock,8
July,2001,16,46,sole xylo,2
July,2001,16,51,novo cock,3
July,2001,16,51,phei sita,6
July,2001,16,53,novo cock,3
July,2001,16,53,sole xylo,11
July,2001,16,55,novo cock,6
July,2001,16,55,sole xylo,13
July,2001,16,57,novo cock,8
July,2001,16,62,novo cock,2
July,2001,16,62,phei sita,6
July,2001,16,62,pogo dese,1
July,2001,16,62,sole xylo,6
July,2001,16,64,novo cock,1
July,2001,16,64,sole xylo,5
July,2001,16,66,novo cock,2
July,2001,16,66,sole xylo,9
July,2001,16,71,novo cock,5
July,2001,16,71,phei xero,7
July,2001,16,73,novo cock,1
July,2001,16,73,phei sita,2
July,2001,16,73,sole xylo,3
July,2001,16,75,novo cock,1
July,2001,16,75,sole xylo,28
July,2001,16,77,phei sita,13
July,2001,16,77,sole xylo,8
July,2001,17,15,sole xylo,20
July,2001,17,17,sole xylo,15
July,2001,17,24,pogo dese,1
July,2001,17,33,sole xylo,1
July,2001,17,44,pogo dese,1
July,2001,17,46,phei xero,8
July,2001,17,51,cono insa,1
July,2001,17,53,novo cock,1
July,2001,17,64,phei xero,1
July,2001,17,77,sole xylo,1
July,2001,18,11,sole xylo,5
July,2001,18,15,sole xylo,25
July,2001,18,17,sole xylo,20
July,2001,18,22,novo cock,2
July,2001,18,24,sole xylo,5
July,2001,18,31,pogo dese,1
July,2001,18,33,sole xylo,10
July,2001,18,37,sole xylo,1
July,2001,18,42,novo cock,1
July,2001,18,44,sole xylo,8
July,2001,18,46,phei xero,2
July,2001,18,53,phei xero,1
July,2001,18,55,phei xero,8
July,2001,18,62,phei xero,5
July,2001,18,64,phei xero,4
July,2001,18,71,phei xero,7
July,2001,18,73,phei xero,8
July,2001,18,75,phei xero,3
July,2001,18,77,phei xero,10
July,2001,19,11,phei xero,2
July,2001,19,11,sole xylo,4
July,2001,19,13,phei xero,2
July,2001,19,15,sole xylo,10
July,2001,19,17,sole xylo,4
July,2001,19,22,phei xero,1
July,2001,19,22,sole xylo,1
July,2001,19,31,phei xero,1
July,2001,19,35,phei xero,4
July,2001,19,42,sole xylo,2
July,2001,19,44,sole xylo,1
July,2001,19,46,sole xylo,2
July,2001,19,53,sole xylo,10
July,2001,19,62,phei sita,10
July,2001,19,62,phei xero,4
July,2001,19,71,sole xylo,3
July,2001,20,11,phei xero,4
July,2001,20,13,sole xylo,6
July,2001,20,26,phei xero,1
July,2001,20,42,sole xylo,2
July,2001,20,46,novo cock,1
July,2001,20,51,sole xylo,4
July,2001,20,55,novo cock,1
July,2001,21,13,sole xylo,3
July,2001,21,17,sole xylo,6
July,2001,21,22,phei xero,2
July,2001,21,24,cono insa,3
July,2001,21,26,phei xero,2
July,2001,21,37,sole xylo,3
July,2001,21,44,novo cock,3
July,2001,21,46,sole xylo,1
July,2001,21,51,novo cock,1
July,2001,21,51,phei xero,1
July,2001,21,53,novo cock,3
July,2001,21,55,novo cock,6
July,2001,21,57,sole xylo,10
July,2001,21,62,novo cock,1
July,2001,21,62,phei xero,1
July,2001,21,64,novo cock,3
July,2001,21,66,novo cock,2
July,2001,21,71,cono insa,3
July,2001,21,71,novo cock,1
July,2001,21,71,phei xero,1
July,2001,21,77,novo cock,2
July,2001,22,13,phei sita,10
July,2001,22,15,phei sita,4
July,2001,22,17,pogo imbe,2
July,2001,22,17,sole xylo,2
July,2001,22,22,phei xero,10
July,2001,22,22,sole xylo,4
July,2001,22,24,phei xero,4
July,2001,22,26,sole xylo,2
July,2001,22,37,pogo dese,1
July,2001,22,44,phei xero,5
July,2001,22,51,novo cock,3
July,2001,22,55,sole xylo,1
July,2001,22,57,phei sita,5
July,2001,22,62,cono insa,1
July,2001,22,64,sole xylo,1
July,2001,22,66,phei xero,4
July,2001,22,71,phei xero,2
July,2001,22,73,sole xylo,1
July,2001,22,75,sole xylo,1
July,2001,22,77,phei xero,5
July,2001,23,15,sole xylo,9
July,2001,23,17,sole xylo,15
July,2001,23,22,cono insa,15
July,2001,23,24,sole xylo,11
July,2001,23,26,cono insa,1
July,2001,23,26,sole xylo,3
July,2001,23,31,phei xero,1
July,2001,23,37,sole xylo,3
July,2001,23,53,pogo dese,1
July,2001,23,53,sole xylo,15
July,2001,23,57,phei xero,4
July,2001,23,57,sole xylo,1
July,2001,23,62,pogo dese,1
July,2001,23,62,sole xylo,2
July,2001,23,73,sole xylo,3
July,2001,23,75,sole xylo,1
July,2001,23,77,sole xylo,35
July,2001,24,13,novo cock,5
July,2001,24,15,novo cock,5
July,2001,24,17,sole xylo,12
July,2001,24,22,phei xero,1
July,2001,24,22,sole xylo,25
July,2001,24,31,sole xylo,4
July,2001,24,33,sole xylo,15
July,2001,24,35,sole xylo,30
July,2001,24,37,pogo dese,1
July,2001,24,37,sole xylo,2
July,2001,24,42,novo cock,1
July,2001,24,42,sole xylo,4
July,2001,24,44,sole xylo,10
July,2001,24,46,sole xylo,2
July,2001,24,51,phei xero,1
July,2001,24,53,irid prui,5
July,2001,24,53,novo cock,5
July,2001,24,55,sole xylo,15
July,2001,24,57,phei xero,2
July,2001,24,62,novo cock,1
July,2001,24,62,phei xero,10
July,2001,24,64,novo cock,10
July,2001,24,66,novo cock,1
July,2001,24,71,sole xylo,5
July,2001,24,73,novo cock,7
July,2001,24,75,novo cock,4
July,2001,24,77,phei xero,10
July,2001,24,77,sole xylo,5
July,2002,1,11,phei xero,25
July,2002,1,11,sole sp,10
July,2002,1,13,phei sita,20
July,2002,1,15,novo cock,1
July,2002,1,15,phei xero,1
July,2002,1,15,pogo dese,1
July,2002,1,15,pogo imbe,20
July,2002,1,17,pogo dese,2
July,2002,1,17,pogo imbe,25
July,2002,1,24,phei xero,3
July,2002,1,26,phei xero,5
July,2002,1,26,pogo dese,2
July,2002,1,26,sole sp,5
July,2002,1,31,novo cock,1
July,2002,1,31,phei xero,15
July,2002,1,33,sole xylo,45
July,2002,1,35,phei xero,15
July,2002,1,37,sole sp,30
July,2002,1,42,sole sp,10
July,2002,1,44,phei xero,3
July,2002,1,46,phei sita,5
July,2002,1,51,phei sita,10
July,2002,1,53,phei sita,4
July,2002,1,53,phei xero,1
July,2002,1,53,sole xylo,1
July,2002,1,55,phei sita,2
July,2002,1,57,phei xero,1
July,2002,1,57,sole sp,5
July,2002,1,62,phei xero,10
July,2002,1,66,phei sita,2
July,2002,1,71,novo cock,1
July,2002,1,71,phei sita,7
July,2002,1,73,phei xero,3
July,2002,1,75,phei sita,15
July,2002,1,77,sole xylo,5
July,2002,2,11,phei xero,1
July,2002,2,11,pogo dese,1
July,2002,2,15,phei xero,2
July,2002,2,15,sole sp,1
July,2002,2,22,phei xero,3
July,2002,2,24,phei sita,9
July,2002,2,26,novo cock,1
July,2002,2,26,sole xylo,1
July,2002,2,31,sole sp,1
July,2002,2,33,phei sita,20
July,2002,2,35,sole xylo,2
July,2002,2,42,phei xero,4
July,2002,2,42,sole sp,1
July,2002,2,44,sole sp,1
July,2002,2,44,sole xylo,4
July,2002,2,46,novo cock,3
July,2002,2,51,phei xero,15
July,2002,2,53,phei xero,10
July,2002,2,53,sole sp,1
July,2002,2,55,novo cock,2
July,2002,2,55,phei xero,9
July,2002,2,57,phei xero,30
July,2002,2,62,phei xero,15
July,2002,2,64,phei xero,3
July,2002,2,66,sole xylo,25
July,2002,3,11,phei xero,12
July,2002,3,24,sole xylo,10
July,2002,3,26,sole xylo,25
July,2002,3,31,sole xylo,15
July,2002,3,33,sole xylo,4
July,2002,3,35,sole xylo,25
July,2002,3,51,sole xylo,5
July,2002,3,62,sole xylo,15
July,2002,3,64,sole xylo,6
July,2002,4,11,sole xylo,6
July,2002,4,13,phei xero,13
July,2002,4,15,sole xylo,3
July,2002,4,17,phei xero,1
July,2002,4,22,sole xylo,6
July,2002,4,24,sole xylo,15
July,2002,4,26,sole xylo,2
July,2002,4,33,sole xylo,25
July,2002,4,35,sole xylo,25
July,2002,4,37,phei xero,1
July,2002,4,37,sole sp,10
July,2002,4,42,phei xero,12
July,2002,4,44,sole xylo,15
July,2002,4,46,phei sita,3
July,2002,4,51,phei xero,10
July,2002,4,53,pogo dese,3
July,2002,4,53,sole xylo,10
July,2002,4,55,phei xero,1
July,2002,4,57,sole xylo,30
July,2002,4,62,sole xylo,20
July,2002,4,64,pogo dese,2
July,2002,4,66,sole xylo,20
July,2002,4,71,phei xero,1
July,2002,4,73,sole sp,1
July,2002,4,75,pogo dese,1
July,2002,4,75,sole xylo,25
July,2002,4,77,phei xero,4
July,2002,5,11,phei xero,18
July,2002,5,13,phei sita,5
July,2002,5,13,phei xero,1
July,2002,5,17,phei sita,18
July,2002,5,24,phei sita,3
July,2002,5,24,sole xylo,1
July,2002,5,26,phei xero,9
July,2002,5,31,phei sita,2
July,2002,5,31,pogo dese,1
July,2002,5,33,pogo dese,1
July,2002,5,35,sole xylo,21
July,2002,5,37,sole xylo,29
July,2002,5,44,sole xylo,19
July,2002,5,46,cono bico,1
July,2002,5,51,novo cock,1
July,2002,5,51,pogo dese,2
July,2002,5,55,phei sita,5
July,2002,5,55,pogo dese,1
July,2002,5,57,sole xylo,27
July,2002,5,62,novo cock,1
July,2002,5,62,sole xylo,1
July,2002,5,64,novo cock,2
July,2002,5,64,phei xero,6
July,2002,5,64,pogo dese,1
July,2002,5,66,phei sita,7
July,2002,5,71,phei xero,1
July,2002,5,73,phei xero,24
July,2002,5,75,phei sita,14
July,2002,5,75,pogo dese,6
July,2002,5,77,phei sita,2
July,2002,5,77,sole xylo,8
July,2002,6,11,pogo dese,2
July,2002,6,13,novo cock,1
July,2002,6,15,sole sp,6
July,2002,6,17,sole xylo,6
July,2002,6,22,phei xero,1
July,2002,6,24,novo cock,1
July,2002,6,24,sole xylo,5
July,2002,6,31,phei sita,1
July,2002,6,31,phei xero,3
July,2002,6,42,phei xero,2
July,2002,6,44,sole xylo,27
July,2002,6,46,sole xylo,14
July,2002,6,51,phei sita,2
July,2002,6,53,sole xylo,16
July,2002,6,55,sole xylo,23
July,2002,6,57,novo cock,1
July,2002,6,57,sole xylo,9
July,2002,6,62,sole xylo,17
July,2002,6,64,sole xylo,32
July,2002,6,66,sole xylo,13
July,2002,6,71,pogo dese,5
July,2002,6,71,sole xylo,16
July,2002,6,73,sole xylo,14
July,2002,6,75,sole xylo,23
July,2002,6,77,sole xylo,31
July,2002,7,13,novo cock,3
July,2002,7,15,novo cock,1
July,2002,7,22,novo cock,5
July,2002,7,24,novo cock,2
July,2002,7,26,novo cock,1
July,2002,7,26,phei xero,20
July,2002,7,31,novo cock,2
July,2002,7,33,novo cock,1
July,2002,7,44,novo cock,2
July,2002,7,55,novo cock,1
July,2002,7,66,novo cock,1
July,2002,7,66,phei sita,5
July,2002,7,75,novo cock,1
July,2002,7,75,phei sita,8
July,2002,8,15,phei xero,2
July,2002,8,55,phei xero,2
July,2002,8,62,phei xero,15
July,2002,8,71,phei xero,1
July,2002,9,11,phei xero,3
July,2002,9,13,novo cock,1
July,2002,9,13,phei xero,4
July,2002,9,15,sole xylo,20
July,2002,9,17,phei xero,15
July,2002,9,17,pogo dese,1
July,2002,9,17,sole sp,3
July,2002,9,22,phei sita,1
July,2002,9,22,sole sp,3
July,2002,9,24,pogo imbe,15
July,2002,9,31,phei xero,6
July,2002,9,33,phei xero,20
July,2002,9,35,sole xylo,20
July,2002,9,37,phei xero,8
July,2002,9,42,cono insa,3
July,2002,9,42,pogo dese,2
July,2002,9,44,pogo dese,2
July,2002,9,44,sole xylo,3
July,2002,9,46,phei xero,1
July,2002,9,51,pogo dese,10
July,2002,9,53,phei xero,1
July,2002,9,55,cono insa,1
July,2002,9,55,pogo dese,3
July,2002,9,57,phei xero,10
July,2002,9,57,pogo dese,15
July,2002,9,62,phei xero,15
July,2002,9,64,phei sita,3
July,2002,9,64,pogo dese,4
July,2002,9,66,pogo dese,3
July,2002,9,71,phei sita,3
July,2002,9,71,phei xero,25
July,2002,9,73,phei xero,20
July,2002,9,75,cono insa,5
July,2002,9,75,novo cock,5
July,2002,9,75,pogo dese,3
July,2002,9,77,phei xero,8
July,2002,10,11,phei sita,1
July,2002,10,17,phei xero,1
July,2002,10,24,phei xero,4
July,2002,10,26,sole xylo,15
July,2002,10,31,phei xero,5
July,2002,10,33,phei xero,1
July,2002,10,37,phei sita,2
July,2002,10,46,phei xero,1
July,2002,10,55,phei sita,1
July,2002,10,64,phei xero,10
July,2002,10,66,phei xero,3
July,2002,10,71,phei xero,7
July,2002,10,73,phei xero,5
July,2002,10,77,phei xero,10
July,2002,11,11,novo cock,1
July,2002,11,11,phei xero,1
July,2002,11,15,phei xero,9
July,2002,11,17,phei xero,8
July,2002,11,24,phei xero,6
July,2002,11,26,phei xero,5
July,2002,11,26,pogo imbe,1
July,2002,11,26,sole xylo,2
July,2002,11,31,phei xero,1
July,2002,11,33,phei xero,5
July,2002,11,35,cono insa,1
July,2002,11,37,pogo dese,1
July,2002,11,42,novo cock,2
July,2002,11,42,phei xero,1
July,2002,11,44,novo cock,1
July,2002,11,44,phei xero,1
July,2002,11,46,cono insa,1
July,2002,11,46,novo cock,1
July,2002,11,46,sole sp,1
July,2002,11,51,phei xero,1
July,2002,11,53,phei xero,11
July,2002,11,55,sole sp,2
July,2002,11,57,novo cock,1
July,2002,11,57,phei xero,4
July,2002,11,57,sole sp,1
July,2002,11,62,phei xero,5
July,2002,11,64,novo cock,1
July,2002,11,64,sole xylo,1
July,2002,11,73,phei xero,2
July,2002,11,73,pogo imbe,2
July,2002,11,75,sole sp,2
July,2002,12,11,phei xero,1
July,2002,12,22,phei xero,2
July,2002,12,26,pogo dese,1
July,2002,12,31,phei xero,1
July,2002,12,35,phei xero,1
July,2002,12,37,phei xero,1
July,2002,12,51,phei xero,2
July,2002,12,57,sole xylo,15
July,2002,12,64,phei xero,4
July,2002,12,66,phei xero,2
July,2002,12,73,phei xero,1
July,2002,12,75,phei xero,1
July,2002,12,75,sole sp,1
July,2002,12,77,sole xylo,20
July,2002,13,17,phei xero,1
