day,month,year,period,plot,sampled,effort,qcflag
16,11,1996,226,1,1,49,1
16,11,1996,226,2,1,49,1
17,11,1996,226,3,1,49,1
17,11,1996,226,4,1,49,1
17,11,1996,226,5,1,49,1
17,11,1996,226,6,1,49,1
16,11,1996,226,7,1,49,1
17,11,1996,226,8,1,49,1
17,11,1996,226,9,1,49,1
17,11,1996,226,10,1,49,1
17,11,1996,226,11,1,49,1
16,11,1996,226,12,1,49,1
17,11,1996,226,13,1,49,1
17,11,1996,226,14,1,49,1
17,11,1996,226,15,1,49,1
17,11,1996,226,16,1,49,1
16,11,1996,226,17,1,49,1
16,11,1996,226,18,1,49,1
16,11,1996,226,19,1,49,1
16,11,1996,226,20,1,49,1
16,11,1996,226,21,1,49,1
16,11,1996,226,22,1,49,1
16,11,1996,226,23,1,49,1
16,11,1996,226,24,1,49,1
18,12,1996,227,1,1,49,1
18,12,1996,227,2,1,49,1
19,12,1996,227,3,1,49,1
19,12,1996,227,4,1,49,1
19,12,1996,227,5,1,49,1
19,12,1996,227,6,1,49,1
18,12,1996,227,7,1,49,1
19,12,1996,227,8,1,49,1
19,12,1996,227,9,1,49,1
19,12,1996,227,10,1,49,1
19,12,1996,227,11,1,49,1
18,12,1996,227,12,1,49,1
19,12,1996,227,13,1,49,1
19,12,1996,227,14,1,49,1
19,12,1996,227,15,1,49,1
19,12,1996,227,16,1,49,1
18,12,1996,227,17,1,49,1
18,12,1996,227,18,1,49,1
18,12,1996,227,19,1,49,1
18,12,1996,227,20,1,49,1
18,12,1996,227,21,1,49,1
18,12,1996,227,22,1,49,1
18,12,1996,227,23,1,49,1
18,12,1996,227,24,1,49,1
8,2,1997,228,1,1,49,1
8,2,1997,228,2,1,49,1
9,2,1997,228,3,1,49,1
9,2,1997,228,4,1,49,1
9,2,1997,228,5,1,49,1
9,2,1997,228,6,1,49,1
8,2,1997,228,7,1,49,1
9,2,1997,228,8,1,49,1
9,2,1997,228,9,1,49,1
9,2,1997,228,10,1,49,1
9,2,1997,228,11,1,49,1
8,2,1997,228,12,1,49,1
9,2,1997,228,13,1,49,1
9,2,1997,228,14,1,49,1
9,2,1997,228,15,1,49,1
9,2,1997,228,16,1,49,1
8,2,1997,228,17,1,49,1
8,2,1997,228,18,1,49,1
8,2,1997,228,19,1,49,1
8,2,1997,228,20,1,49,1
8,2,1997,228,21,1,49,1
8,2,1997,228,22,1,49,1
8,2,1997,228,23,1,49,1
8,2,1997,228,24,1,49,1
15,3,1997,229,1,1,49,1
15,3,1997,229,2,1,49,1
16,3,1997,229,3,1,49,1
16,3,1997,229,4,1,49,1
16,3,1997,229,5,1,49,1
16,3,1997,229,6,1,49,1
15,3,1997,229,7,1,49,1
16,3,1997,229,8,1,49,1
16,3,1997,229,9,1,49,1
16,3,1997,229,10,1,49,1
16,3,1997,229,11,1,49,1
15,3,1997,229,12,1,49,1
16,3,1997,229,13,1,49,1
16,3,1997,229,14,1,49,1
16,3,1997,229,15,1,49,1
16,3,1997,229,16,1,49,1
15,3,1997,229,17,1,49,1
15,3,1997,229,18,1,49,1
15,3,1997,229,19,1,49,1
15,3,1997,229,20,1,49,1
15,3,1997,229,21,1,49,1
15,3,1997,229,22,1,49,1
15,3,1997,229,23,1,49,1
15,3,1997,229,24,1,49,1
12,4,1997,230,1,1,49,1
12,4,1997,230,2,1,49,1
13,4,1997,230,3,1,49,1
13,4,1997,230,4,1,49,1
13,4,1997,230,5,1,49,1
13,4,1997,230,6,1,49,1
12,4,1997,230,7,1,49,1
13,4,1997,230,8,1,49,1
13,4,1997,230,9,1,49,1
13,4,1997,230,10,1,49,1
13,4,1997,230,11,1,49,1
12,4,1997,230,12,1,49,1
13,4,1997,230,13,1,49,1
13,4,1997,230,14,1,49,1
13,4,1997,230,15,1,49,1
13,4,1997,230,16,1,49,1
12,4,1997,230,17,1,49,1
12,4,1997,230,18,1,49,1
12,4,1997,230,19,1,49,1
12,4,1997,230,20,1,49,1
12,4,1997,230,21,1,49,1
12,4,1997,230,22,1,49,1
12,4,1997,230,23,1,49,1
12,4,1997,230,24,1,49,1
10,5,1997,231,1,1,49,1
10,5,1997,231,2,1,49,1
11,5,1997,231,3,1,49,1
11,5,1997,231,4,1,49,1
11,5,1997,231,5,1,49,1
11,5,1997,231,6,1,49,1
10,5,1997,231,7,1,49,1
11,5,1997,231,8,1,49,1
11,5,1997,231,9,1,49,1
11,5,1997,231,10,1,49,1
11,5,1997,231,11,1,49,1
10,5,1997,231,12,1,49,1
11,5,1997,231,13,1,49,1
11,5,1997,231,14,1,49,1
11,5,1997,231,15,1,49,1
11,5,1997,231,16,1,49,1
10,5,1997,231,17,1,49,1
10,5,1997,231,18,1,49,1
10,5,1997,231,19,1,49,1
10,5,1997,231,20,1,49,1
10,5,1997,231,21,1,49,1
10,5,1997,231,22,1,49,1
10,5,1997,231,23,1,49,1
10,5,1997,231,24,1,49,1
9,6,1997,232,1,1,49,1
9,6,1997,232,2,1,49,1
9,6,1997,232,3,1,49,1
9,6,1997,232,4,1,49,1
9,6,1997,232,5,1,49,1
9,6,1997,232,6,1,49,1
10,6,1997,232,7,1,49,1
10,6,1997,232,8,1,49,1
10,6,1997,232,9,1,49,1
10,6,1997,232,10,1,49,1
10,6,1997,232,11,1,49,1
10,6,1997,232,12,1,49,1
11,6,1997,232,13,1,49,1
11,6,1997,232,14,1,49,1
11,6,1997,232,15,1,49,1
11,6,1997,232,16,1,49,1
10,6,1997,232,17,1,49,1
10,6,1997,232,18,1,49,1
9,6,1997,232,19,1,49,1
11,6,1997,232,20,1,49,1
11,6,1997,232,21,1,49,1
11,6,1997,232,22,1,49,1
11,6,1997,232,23,1,49,1
9,6,1997,232,24,1,49,1
11,7,1997,233,1,1,49,1
11,7,1997,233,2,1,49,1
11,7,1997,233,3,1,49,1
11,7,1997,233,4,1,49,1
11,7,1997,233,5,1,49,1
11,7,1997,233,6,1,49,1
10,7,1997,233,7,1,49,1
10,7,1997,233,8,1,49,1
10,7,1997,233,9,1,49,1
10,7,1997,233,10,1,49,1
10,7,1997,233,11,1,49,1
10,7,1997,233,12,1,49,1
9,7,1997,233,13,1,49,1
9,7,1997,233,14,1,49,1
9,7,1997,233,15,1,49,1
9,7,1997,233,16,1,49,1
10,7,1997,233,17,1,49,1
10,7,1997,233,18,1,49,1
11,7,1997,233,19,1,49,1
9,7,1997,233,20,1,49,1
9,7,1997,233,21,1,49,1
9,7,1997,233,22,1,49,1
9,7,1997,233,23,1,49,1
11,7,1997,233,24,1,49,1
29,7,1997,234,1,1,49,1
29,7,1997,234,2,1,49,1
30,7,1997,234,3,1,49,1
30,7,1997,234,4,1,49,1
30,7,1997,234,5,1,49,1
30,7,1997,234,6,1,49,1
29,7,1997,234,7,1,49,1
30,7,1997,234,8,1,49,1
30,7,1997,234,9,1,49,1
30,7,1997,234,10,1,49,1
30,7,1997,234,11,1,49,1
29,7,1997,234,12,1,49,1
30,7,1997,234,13,1,49,1
30,7,1997,234,14,1,49,1
30,7,1997,234,15,1,49,1
30,7,1997,234,16,1,49,1
29,7,1997,234,17,1,49,1
29,7,1997,234,18,1,49,1
29,7,1997,234,19,1,49,1
29,7,1997,234,20,1,49,1
29,7,1997,234,21,1,49,1
29,7,1997,234,22,1,49,1
29,7,1997,234,23,1,49,1
29,7,1997,234,24,1,49,1
27,9,1997,235,1,1,49,1
27,9,1997,235,2,1,49,1
28,9,1997,235,3,1,49,1
28,9,1997,235,4,1,49,1
28,9,1997,235,5,1,49,1
28,9,1997,235,6,1,49,1
27,9,1997,235,7,1,49,1
28,9,1997,235,8,1,49,1
28,9,1997,235,9,1,49,1
28,9,1997,235,10,1,49,1
28,9,1997,235,11,1,49,1
27,9,1997,235,12,1,49,1
28,9,1997,235,13,1,49,1
28,9,1997,235,14,1,49,1
28,9,1997,235,15,1,49,1
28,9,1997,235,16,1,49,1
27,9,1997,235,17,1,49,1
27,9,1997,235,18,1,49,1
27,9,1997,235,19,1,49,1
27,9,1997,235,20,1,49,1
27,9,1997,235,21,1,49,1
27,9,1997,235,22,1,49,1
27,9,1997,235,23,1,49,1
27,9,1997,235,24,1,49,1
25,10,1997,236,1,1,49,1
25,10,1997,236,2,1,49,1
26,10,1997,236,3,1,49,1
26,10,1997,236,4,1,49,1
26,10,1997,236,5,1,49,1
26,10,1997,236,6,1,49,1
25,10,1997,236,7,1,49,1
26,10,1997,236,8,1,49,1
26,10,1997,236,9,1,49,1
26,10,1997,236,10,1,49,1
26,10,1997,236,11,1,49,1
25,10,1997,236,12,1,49,1
26,10,1997,236,13,1,49,1
26,10,1997,236,14,1,49,1
26,10,1997,236,15,1,49,1
26,10,1997,236,16,1,49,1
25,10,1997,236,17,1,49,1
25,10,1997,236,18,1,49,1
25,10,1997,236,19,1,49,1
25,10,1997,236,20,1,49,1
25,10,1997,236,21,1,49,1
25,10,1997,236,22,1,49,1
25,10,1997,236,23,1,49,1
25,10,1997,236,24,1,49,1
22,11,1997,237,1,1,49,1
22,11,1997,237,2,1,49,1
23,11,1997,237,3,1,49,1
23,11,1997,237,4,1,49,1
23,11,1997,237,5,1,49,1
23,11,1997,237,6,1,49,1
22,11,1997,237,7,1,49,1
23,11,1997,237,8,1,49,1
23,11,1997,237,9,1,49,1
23,11,1997,237,10,1,49,1
23,11,1997,237,11,1,49,1
22,11,1997,237,12,1,49,1
23,11,1997,237,13,1,49,1
23,11,1997,237,14,1,49,1
23,11,1997,237,15,1,49,1
23,11,1997,237,16,1,49,1
22,11,1997,237,17,1,49,1
22,11,1997,237,18,1,49,1
22,11,1997,237,19,1,49,1
22,11,1997,237,20,1,49,1
22,11,1997,237,21,1,49,1
22,11,1997,237,22,1,49,1
22,11,1997,237,23,1,49,1
22,11,1997,237,24,1,49,1
28,12,1997,238,1,1,49,1
28,12,1997,238,2,1,49,1
29,12,1997,238,3,1,49,1
29,12,1997,238,4,1,49,1
29,12,1997,238,5,1,49,1
29,12,1997,238,6,1,49,1
28,12,1997,238,7,1,49,1
29,12,1997,238,8,1,49,1
29,12,1997,238,9,1,49,1
29,12,1997,238,10,1,49,1
29,12,1997,238,11,1,49,1
28,12,1997,238,12,1,49,1
29,12,1997,238,13,1,49,1
29,12,1997,238,14,1,49,1
29,12,1997,238,15,1,49,1
29,12,1997,238,16,1,49,1
28,12,1997,238,17,1,49,1
28,12,1997,238,18,1,49,1
28,12,1997,238,19,1,49,1
28,12,1997,238,20,1,49,1
28,12,1997,238,21,1,49,1
28,12,1997,238,22,1,49,1
28,12,1997,238,23,1,49,1
28,12,1997,238,24,1,49,1
31,1,1998,239,1,1,49,1
31,1,1998,239,2,1,49,1
1,2,1998,239,3,1,49,1
1,2,1998,239,4,1,49,1
1,2,1998,239,5,1,49,1
1,2,1998,239,6,1,49,1
31,1,1998,239,7,1,49,1
1,2,1998,239,8,1,49,1
1,2,1998,239,9,1,49,1
1,2,1998,239,10,1,49,1
1,2,1998,239,11,1,49,1
31,1,1998,239,12,1,49,1
1,2,1998,239,13,1,49,1
1,2,1998,239,14,1,49,1
1,2,1998,239,15,1,49,1
1,2,1998,239,16,1,49,1
31,1,1998,239,17,1,49,1
31,1,1998,239,18,1,49,1
31,1,1998,239,19,1,49,1
31,1,1998,239,20,1,49,1
31,1,1998,239,21,1,49,1
31,1,1998,239,22,1,49,1
31,1,1998,239,23,1,49,1
31,1,1998,239,24,1,49,1
1,3,1998,240,1,1,49,1
1,3,1998,240,2,1,49,1
2,3,1998,240,3,1,49,1
2,3,1998,240,4,1,49,1
2,3,1998,240,5,1,49,1
2,3,1998,240,6,1,49,1
1,3,1998,240,7,1,49,1
2,3,1998,240,8,1,49,1
2,3,1998,240,9,1,49,1
2,3,1998,240,10,1,49,1
2,3,1998,240,11,1,49,1
1,3,1998,240,12,1,49,1
2,3,1998,240,13,1,49,1
2,3,1998,240,14,1,49,1
2,3,1998,240,15,1,49,1
2,3,1998,240,16,1,49,1
1,3,1998,240,17,1,49,1
1,3,1998,240,18,1,49,1
1,3,1998,240,19,1,49,1
1,3,1998,240,20,1,49,1
1,3,1998,240,21,1,49,1
1,3,1998,240,22,1,49,1
1,3,1998,240,23,1,49,1
1,3,1998,240,24,1,49,1
29,3,1998,241,1,1,49,1
29,3,1998,241,2,1,49,1
29,3,1998,241,3,0,0,1
29,3,1998,241,4,0,0,1
29,3,1998,241,5,0,0,1
29,3,1998,241,6,0,0,1
29,3,1998,241,7,1,49,1
29,3,1998,241,8,0,0,1
29,3,1998,241,9,0,0,1
29,3,1998,241,10,0,0,1
29,3,1998,241,11,0,0,1
29,3,1998,241,12,1,49,1
29,3,1998,241,13,0,0,1
29,3,1998,241,14,0,0,1
29,3,1998,241,15,0,0,1
29,3,1998,241,16,0,0,1
29,3,1998,241,17,1,49,1
29,3,1998,241,18,1,49,1
29,3,1998,241,19,1,49,1
29,3,1998,241,20,1,49,1
29,3,1998,241,21,1,49,1
29,3,1998,241,22,1,49,1
29,3,1998,241,23,1,49,1
29,3,1998,241,24,1,49,1
2,5,1998,242,1,1,49,1
2,5,1998,242,2,1,49,1
3,5,1998,242,3,1,49,1
3,5,1998,242,4,1,49,1
3,5,1998,242,5,1,49,1
3,5,1998,242,6,1,49,1
2,5,1998,242,7,1,49,1
3,5,1998,242,8,1,49,1
3,5,1998,242,9,1,49,1
3,5,1998,242,10,1,49,1
3,5,1998,242,11,1,49,1
2,5,1998,242,12,1,49,1
3,5,1998,242,13,1,49,1
3,5,1998,242,14,1,49,1
3,5,1998,242,15,1,49,1
3,5,1998,242,16,1,49,1
2,5,1998,242,17,1,49,1
2,5,1998,242,18,1,49,1
2,5,1998,242,19,1,49,1
2,5,1998,242,20,1,49,1
2,5,1998,242,21,1,49,1
2,5,1998,242,22,1,49,1
2,5,1998,242,23,1,49,1
2,5,1998,242,24,1,49,1
28,5,1998,243,1,1,49,1
28,5,1998,243,2,1,49,1
29,5,1998,243,3,1,49,1
29,5,1998,243,4,1,49,1
29,5,1998,243,5,1,49,1
29,5,1998,243,6,1,49,1
28,5,1998,243,7,1,49,1
29,5,1998,243,8,1,49,1
29,5,1998,243,9,1,49,1
29,5,1998,243,10,1,49,1
29,5,1998,243,11,1,49,1
28,5,1998,243,12,1,49,1
29,5,1998,243,13,1,49,1
29,5,1998,243,14,1,49,1
29,5,1998,243,15,1,49,1
29,5,1998,243,16,1,49,1
28,5,1998,243,17,1,49,1
28,5,1998,243,18,1,49,1
28,5,1998,243,19,1,49,1
28,5,1998,243,20,1,49,1
28,5,1998,243,21,1,49,1
28,5,1998,243,22,1,49,1
28,5,1998,243,23,1,49,1
28,5,1998,243,24,1,49,1
27,6,1998,244,1,1,49,1
27,6,1998,244,2,1,49,1
28,6,1998,244,3,1,49,1
28,6,1998,244,4,1,49,1
28,6,1998,244,5,1,49,1
28,6,1998,244,6,1,49,1
27,6,1998,244,7,1,49,1
28,6,1998,244,8,1,49,1
28,6,1998,244,9,1,49,1
28,6,1998,244,10,1,49,1
28,6,1998,244,11,1,49,1
27,6,1998,244,12,1,49,1
28,6,1998,244,13,1,49,1
28,6,1998,244,14,1,49,1
28,6,1998,244,15,1,49,1
28,6,1998,244,16,1,49,1
27,6,1998,244,17,1,49,1
27,6,1998,244,18,1,49,1
27,6,1998,244,19,1,49,1
27,6,1998,244,20,1,49,1
27,6,1998,244,21,1,49,1
27,6,1998,244,22,1,49,1
27,6,1998,244,23,1,49,1
27,6,1998,244,24,1,49,1
18,7,1998,245,1,1,49,1
18,7,1998,245,2,1,49,1
19,7,1998,245,3,1,49,1
19,7,1998,245,4,1,49,1
19,7,1998,245,5,1,49,1
19,7,1998,245,6,1,49,1
18,7,1998,245,7,1,49,1
19,7,1998,245,8,1,49,1
19,7,1998,245,9,1,49,1
19,7,1998,245,10,1,49,1
19,7,1998,245,11,1,49,1
18,7,1998,245,12,1,49,1
19,7,1998,245,13,1,49,1
19,7,1998,245,14,1,49,1
19,7,1998,245,15,1,49,1
19,7,1998,245,16,1,49,1
18,7,1998,245,17,1,49,1
18,7,1998,245,18,1,49,1
18,7,1998,245,19,1,49,1
18,7,1998,245,20,1,49,1
18,7,1998,245,21,1,49,1
18,7,1998,245,22,1,49,1
18,7,1998,245,23,1,49,1
18,7,1998,245,24,1,49,1
22,8,1998,246,1,1,49,1
22,8,1998,246,2,1,49,1
23,8,1998,246,3,1,49,1
23,8,1998,246,4,1,49,1
23,8,1998,246,5,1,49,1
23,8,1998,246,6,1,49,1
22,8,1998,246,7,1,49,1
23,8,1998,246,8,1,49,1
23,8,1998,246,9,1,49,1
23,8,1998,246,10,1,49,1
23,8,1998,246,11,1,49,1
22,8,1998,246,12,1,49,1
23,8,1998,246,13,1,49,1
23,8,1998,246,14,1,49,1
23,8,1998,246,15,1,49,1
23,8,1998,246,16,1,49,1
22,8,1998,246,17,1,49,1
22,8,1998,246,18,1,49,1
22,8,1998,246,19,1,49,1
22,8,1998,246,20,1,49,1
22,8,1998,246,21,1,49,1
22,8,1998,246,22,1,49,1
22,8,1998,246,23,1,49,1
22,8,1998,246,24,1,49,1
20,9,1998,247,1,1,49,1
20,9,1998,247,2,1,49,1
20,9,1998,247,3,1,49,1
20,9,1998,247,4,1,49,1
20,9,1998,247,5,1,49,1
20,9,1998,247,6,1,49,1
20,9,1998,247,7,1,49,1
20,9,1998,247,8,1,49,1
20,9,1998,247,9,1,49,1
21,9,1998,247,10,1,49,1
21,9,1998,247,11,1,49,1
19,9,1998,247,12,1,49,1
20,9,1998,247,13,1,49,1
20,9,1998,247,14,1,49,1
21,9,1998,247,15,1,49,1
21,9,1998,247,16,1,49,1
21,9,1998,247,17,1,49,1
19,9,1998,247,18,1,49,1
19,9,1998,247,19,1,49,1
19,9,1998,247,20,1,49,1
19,9,1998,247,21,1,49,1
19,9,1998,247,22,1,49,1
19,9,1998,247,23,1,49,1
19,9,1998,247,24,1,49,1
24,10,1998,248,1,1,49,1
24,10,1998,248,2,1,49,1
25,10,1998,248,3,1,49,1
25,10,1998,248,4,1,49,1
25,10,1998,248,5,1,49,1
25,10,1998,248,6,1,49,1
24,10,1998,248,7,1,49,1
25,10,1998,248,8,1,49,1
25,10,1998,248,9,1,49,1
25,10,1998,248,10,1,49,1
25,10,1998,248,11,1,49,1
24,10,1998,248,12,1,49,1
25,10,1998,248,13,1,49,1
25,10,1998,248,14,1,49,1
25,10,1998,248,15,1,49,1
25,10,1998,248,16,1,49,1
24,10,1998,248,17,1,49,1
24,10,1998,248,18,1,49,1
24,10,1998,248,19,1,49,1
24,10,1998,248,20,1,49,1
24,10,1998,248,21,1,49,1
24,10,1998,248,22,1,49,1
24,10,1998,248,23,1,49,1
24,10,1998,248,24,1,49,1
21,11,1998,249,1,1,49,1
21,11,1998,249,2,1,49,1
22,11,1998,249,3,1,49,1
22,11,1998,249,4,1,49,1
22,11,1998,249,5,1,49,1
22,11,1998,249,6,1,49,1
21,11,1998,249,7,1,49,1
22,11,1998,249,8,1,49,1
22,11,1998,249,9,1,49,1
22,11,1998,249,10,1,49,1
22,11,1998,249,11,1,49,1
21,11,1998,249,12,1,49,1
22,11,1998,249,13,1,49,1
22,11,1998,249,14,1,49,1
22,11,1998,249,15,1,49,1
22,11,1998,249,16,1,49,1
21,11,1998,249,17,1,49,1
21,11,1998,249,18,1,49,1
21,11,1998,249,19,1,49,1
21,11,1998,249,20,1,49,1
21,11,1998,249,21,1,49,1
21,11,1998,249,22,1,49,1
21,11,1998,249,23,1,49,1
21,11,1998,249,24,1,49,1
22,12,1998,250,1,1,49,1
22,12,1998,250,2,1,49,1
23,12,1998,250,3,1,49,1
23,12,1998,250,4,1,49,1
23,12,1998,250,5,1,49,1
23,12,1998,250,6,1,49,1
22,12,1998,250,7,1,49,1
23,12,1998,250,8,1,49,1
23,12,1998,250,9,1,49,1
23,12,1998,250,10,1,49,1
23,12,1998,250,11,1,49,1
22,12,1998,250,12,1,49,1
23,12,1998,250,13,1,49,1
23,12,1998,250,14,1,49,1
23,12,1998,250,15,1,49,1
23,12,1998,250,16,1,49,1
22,12,1998,250,17,1,49,1
22,12,1998,250,18,1,49,1
22,12,1998,250,19,1,49,1
22,12,1998,250,20,1,49,1
22,12,1998,250,21,1,49,1
22,12,1998,250,22,1,49,1
22,12,1998,250,23,1,49,1
22,12,1998,250,24,1,49,1
16,1,1999,251,1,1,49,1
16,1,1999,251,2,1,49,1
17,1,1999,251,3,1,49,1
17,1,1999,251,4,1,49,1
17,1,1999,251,5,1,49,1
17,1,1999,251,6,1,49,1
17,1,1999,251,7,1,49,1
17,1,1999,251,8,1,49,1
17,1,1999,251,9,1,49,1
17,1,1999,251,10,1,49,1
17,1,1999,251,11,1,49,1
16,1,1999,251,12,1,49,1
17,1,1999,251,13,1,49,1
17,1,1999,251,14,1,49,1
17,1,1999,251,15,1,49,1
17,1,1999,251,16,1,49,1
16,1,1999,251,17,1,49,1
16,1,1999,251,18,1,49,1
16,1,1999,251,19,1,49,1
16,1,1999,251,20,1,49,1
16,1,1999,251,21,1,49,1
16,1,1999,251,22,1,49,1
16,1,1999,251,23,1,49,1
16,1,1999,251,24,1,49,1
20,2,1999,252,1,1,49,1
20,2,1999,252,2,1,49,1
21,2,1999,252,3,1,49,1
21,2,1999,252,4,1,49,1
21,2,1999,252,5,1,49,1
21,2,1999,252,6,1,49,1
20,2,1999,252,7,1,49,1
21,2,1999,252,8,1,49,1
21,2,1999,252,9,1,49,1
21,2,1999,252,10,1,49,1
21,2,1999,252,11,1,49,1
20,2,1999,252,12,1,49,1
21,2,1999,252,13,1,49,1
21,2,1999,252,14,1,49,1
21,2,1999,252,15,1,49,1
21,2,1999,252,16,1,49,1
20,2,1999,252,17,1,49,1
20,2,1999,252,18,1,49,1
20,2,1999,252,19,1,49,1
20,2,1999,252,20,1,49,1
20,2,1999,252,21,1,49,1
20,2,1999,252,22,1,49,1
20,2,1999,252,23,1,49,1
20,2,1999,252,24,0,0,1
14,3,1999,253,1,1,49,1
14,3,1999,253,2,1,49,1
15,3,1999,253,3,1,49,1
15,3,1999,253,4,1,49,1
15,3,1999,253,5,1,49,1
15,3,1999,253,6,1,49,1
15,3,1999,253,7,1,49,1
15,3,1999,253,8,1,49,1
15,3,1999,253,9,1,49,1
15,3,1999,253,10,1,49,1
15,3,1999,253,11,1,49,1
14,3,1999,253,12,1,49,1
15,3,1999,253,13,1,49,1
15,3,1999,253,14,1,49,1
15,3,1999,253,15,1,49,1
15,3,1999,253,16,1,49,1
14,3,1999,253,17,1,49,1
14,3,1999,253,18,1,49,1
14,3,1999,253,19,1,49,1
14,3,1999,253,20,1,49,1
14,3,1999,253,21,1,49,1
14,3,1999,253,22,1,49,1
14,3,1999,253,23,1,49,1
14,3,1999,253,24,1,49,1
17,4,1999,254,1,1,49,1
17,4,1999,254,2,1,49,1
18,4,1999,254,3,1,49,1
18,4,1999,254,4,1,49,1
18,4,1999,254,5,1,49,1
18,4,1999,254,6,1,49,1
17,4,1999,254,7,1,49,1
18,4,1999,254,8,1,49,1
18,4,1999,254,9,1,49,1
18,4,1999,254,10,1,49,1
18,4,1999,254,11,1,49,1
17,4,1999,254,12,1,49,1
18,4,1999,254,13,1,49,1
18,4,1999,254,14,1,49,1
18,4,1999,254,15,1,49,1
18,4,1999,254,16,1,49,1
17,4,1999,254,17,1,49,1
17,4,1999,254,18,1,49,1
17,4,1999,254,19,1,49,1
17,4,1999,254,20,1,49,1
17,4,1999,254,21,1,49,1
17,4,1999,254,22,1,49,1
17,4,1999,254,23,1,49,1
17,4,1999,254,24,1,49,1
15,5,1999,255,1,1,49,1
15,5,1999,255,2,1,49,1
16,5,1999,255,3,1,49,1
16,5,1999,255,4,1,49,1
16,5,1999,255,5,1,49,1
16,5,1999,255,6,1,49,1
15,5,1999,255,7,1,49,1
16,5,1999,255,8,1,49,1
16,5,1999,255,9,1,49,1
16,5,1999,255,10,1,49,1
16,5,1999,255,11,1,49,1
15,5,1999,255,12,1,49,1
16,5,1999,255,13,1,49,1
16,5,1999,255,14,1,49,1
16,5,1999,255,15,1,49,1
16,5,1999,255,16,1,49,1
15,5,1999,255,17,1,49,1
15,5,1999,255,18,1,49,1
15,5,1999,255,19,1,49,1
15,5,1999,255,20,1,49,1
15,5,1999,255,21,1,49,1
15,5,1999,255,22,1,49,1
15,5,1999,255,23,1,49,1
15,5,1999,255,24,1,49,1
12,6,1999,256,1,1,49,1
12,6,1999,256,2,1,49,1
13,6,1999,256,3,1,49,1
13,6,1999,256,4,1,49,1
13,6,1999,256,5,1,49,1
13,6,1999,256,6,1,49,1
12,6,1999,256,7,1,49,1
13,6,1999,256,8,1,49,1
13,6,1999,256,9,1,49,1
13,6,1999,256,10,1,49,1
13,6,1999,256,11,1,49,1
12,6,1999,256,12,1,49,1
13,6,1999,256,13,1,49,1
13,6,1999,256,14,1,49,1
13,6,1999,256,15,1,49,1
13,6,1999,256,16,1,49,1
12,6,1999,256,17,1,49,1
12,6,1999,256,18,1,49,1
12,6,1999,256,19,1,49,1
12,6,1999,256,20,1,49,1
12,6,1999,256,21,1,49,1
12,6,1999,256,22,1,49,1
12,6,1999,256,23,1,49,1
12,6,1999,256,24,1,49,1
11,9,1999,257,1,1,49,1
11,9,1999,257,2,1,49,1
12,9,1999,257,3,1,49,1
12,9,1999,257,4,1,49,1
12,9,1999,257,5,1,49,1
12,9,1999,257,6,1,49,1
11,9,1999,257,7,1,49,1
12,9,1999,257,8,1,49,1
12,9,1999,257,9,1,49,1
12,9,1999,257,10,1,49,1
12,9,1999,257,11,1,49,1
11,9,1999,257,12,1,49,1
12,9,1999,257,13,1,49,1
12,9,1999,257,14,1,49,1
12,9,1999,257,15,1,49,1
12,9,1999,257,16,1,49,1
11,9,1999,257,17,1,49,1
11,9,1999,257,18,1,49,1
11,9,1999,257,19,1,49,1
11,9,1999,257,20,1,49,1
11,9,1999,257,21,1,49,1
11,9,1999,257,22,1,49,1
11,9,1999,257,23,1,49,1
11,9,1999,257,24,1,49,1
9,10,1999,258,1,1,49,1
9,10,1999,258,2,1,49,1
10,10,1999,258,3,1,49,1
10,10,1999,258,4,1,49,1
10,10,1999,258,5,1,49,1
10,10,1999,258,6,1,49,1
9,10,1999,258,7,1,49,1
10,10,1999,258,8,1,49,1
10,10,1999,258,9,1,49,1
10,10,1999,258,10,1,49,1
10,10,1999,258,11,1,49,1
9,10,1999,258,12,1,49,1
10,10,1999,258,13,1,49,1
10,10,1999,258,14,1,49,1
10,10,1999,258,15,1,49,1
10,10,1999,258,16,1,49,1
9,10,1999,258,17,1,49,1
9,10,1999,258,18,1,49,1
9,10,1999,258,19,1,49,1
9,10,1999,258,20,1,49,1
9,10,1999,258,21,1,49,1
9,10,1999,258,22,1,49,1
9,10,1999,258,23,1,49,1
9,10,1999,258,24,1,49,1
6,11,1999,259,1,1,49,1
6,11,1999,259,2,1,49,1
7,11,1999,259,3,1,49,1
7,11,1999,259,4,1,49,1
7,11,1999,259,5,1,49,1
7,11,1999,259,6,1,49,1
6,11,1999,259,7,1,49,1
7,11,1999,259,8,1,49,1
7,11,1999,259,9,1,49,1
7,11,1999,259,10,1,49,1
7,11,1999,259,11,1,49,1
6,11,1999,259,12,1,49,1
7,11,1999,259,13,1,49,1
7,11,1999,259,14,1,49,1
7,11,1999,259,15,1,49,1
7,11,1999,259,16,1,49,1
6,11,1999,259,17,1,49,1
6,11,1999,259,18,1,49,1
6,11,1999,259,19,1,49,1
6,11,1999,259,20,1,49,1
6,11,1999,259,21,1,49,1
6,11,1999,259,22,1,49,1
6,11,1999,259,23,1,49,1
6,11,1999,259,24,1,49,1
5,12,1999,260,1,1,49,1
5,12,1999,260,2,1,49,1
6,12,1999,260,3,1,49,1
6,12,1999,260,4,1,49,1
6,12,1999,260,5,1,49,1
6,12,1999,260,6,1,49,1
